id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
11179,Male,Loyal Customer,42,Personal Travel,Eco,224,3,5,3,2,3,3,3,3,5,4,4,4,4,3,0,1.0
84286,Female,Loyal Customer,65,Business travel,Business,3332,4,4,4,4,5,5,5,3,5,5,5,5,4,5,318,313.0
58955,Male,Loyal Customer,53,Business travel,Business,1723,3,3,3,3,4,4,5,5,5,4,5,4,5,3,15,7.0
27384,Male,Loyal Customer,36,Business travel,Business,679,4,1,4,1,5,2,3,4,4,4,4,3,4,1,0,7.0
59590,Female,disloyal Customer,23,Business travel,Business,854,4,0,4,4,3,4,3,3,5,3,4,5,5,3,8,0.0
98091,Female,Loyal Customer,26,Personal Travel,Eco,928,4,4,4,4,2,4,2,2,1,2,3,1,5,2,0,0.0
49912,Female,disloyal Customer,38,Business travel,Eco,199,2,2,2,4,1,2,1,1,2,4,3,3,3,1,0,0.0
41271,Male,Loyal Customer,23,Personal Travel,Eco,305,2,5,2,4,3,2,1,3,4,5,5,4,4,3,4,8.0
17263,Male,Loyal Customer,52,Personal Travel,Eco,872,4,4,4,1,4,4,4,4,4,1,4,3,2,4,0,0.0
92592,Male,Loyal Customer,10,Business travel,Eco,2218,4,4,4,4,4,4,2,4,2,4,3,3,3,4,0,0.0
17430,Male,Loyal Customer,46,Business travel,Eco,351,4,5,5,5,4,4,4,4,3,3,4,2,5,4,17,6.0
14677,Male,Loyal Customer,66,Personal Travel,Eco,416,4,3,4,2,4,4,1,4,4,2,3,4,4,4,28,22.0
125886,Male,Loyal Customer,43,Personal Travel,Eco,1013,3,3,3,3,4,3,3,4,2,5,1,4,4,4,0,0.0
121252,Female,disloyal Customer,35,Business travel,Eco,755,1,1,1,4,2,1,2,2,1,2,2,3,4,2,0,0.0
20421,Male,disloyal Customer,36,Business travel,Eco,299,3,2,4,4,5,4,5,5,2,1,3,4,4,5,49,45.0
30028,Female,Loyal Customer,52,Business travel,Eco,399,5,2,2,2,2,1,4,5,5,5,5,2,5,1,84,84.0
75770,Female,Loyal Customer,64,Personal Travel,Eco,868,3,4,3,4,1,4,4,4,4,3,4,4,4,4,0,0.0
63843,Female,Loyal Customer,23,Business travel,Business,1192,1,1,1,1,5,5,5,5,3,2,5,3,5,5,0,4.0
12987,Male,Loyal Customer,40,Business travel,Eco,374,2,2,2,2,2,2,2,2,5,3,5,1,5,2,0,0.0
104173,Male,disloyal Customer,26,Business travel,Business,349,3,3,3,2,5,3,5,5,1,1,3,2,2,5,33,32.0
39764,Male,Loyal Customer,45,Business travel,Business,2590,2,4,4,4,2,4,4,2,2,2,2,1,2,4,0,0.0
45562,Female,Loyal Customer,49,Business travel,Business,2266,4,3,4,4,4,4,5,4,4,4,4,1,4,1,28,
38141,Female,Loyal Customer,21,Personal Travel,Eco,1249,3,4,3,5,4,3,4,4,4,5,4,4,5,4,5,10.0
29449,Male,Loyal Customer,71,Business travel,Business,2598,5,5,5,5,2,5,4,4,4,4,4,4,4,5,0,0.0
72975,Female,Loyal Customer,25,Business travel,Business,944,2,1,1,1,2,2,2,2,4,5,3,3,4,2,0,0.0
108277,Female,Loyal Customer,68,Personal Travel,Eco,895,2,3,2,3,4,4,4,5,5,2,5,4,5,4,0,0.0
52817,Female,Loyal Customer,39,Business travel,Business,902,4,4,4,4,2,2,5,5,5,5,5,1,5,1,42,23.0
111609,Male,disloyal Customer,47,Business travel,Business,1014,2,2,2,1,4,2,4,4,3,4,4,5,5,4,3,0.0
80672,Male,Loyal Customer,15,Personal Travel,Eco,821,2,4,2,4,5,2,5,5,1,2,4,4,4,5,0,0.0
102214,Female,Loyal Customer,62,Business travel,Eco,414,3,2,2,2,1,4,3,3,3,3,3,4,3,3,0,0.0
103334,Female,Loyal Customer,30,Personal Travel,Eco,1139,4,5,4,1,5,4,5,5,3,4,4,3,4,5,12,14.0
800,Male,disloyal Customer,25,Business travel,Business,309,3,3,3,2,3,3,2,3,1,2,3,4,2,3,0,0.0
84391,Female,Loyal Customer,65,Business travel,Eco,606,2,2,2,2,3,3,4,3,3,2,3,2,3,4,18,57.0
113939,Female,Loyal Customer,46,Business travel,Business,1728,3,3,1,3,4,4,4,2,2,2,2,5,2,5,8,9.0
39168,Male,Loyal Customer,21,Business travel,Business,3991,5,5,2,5,4,4,4,4,3,3,5,5,5,4,0,4.0
604,Male,Loyal Customer,47,Business travel,Business,396,3,3,3,3,4,5,4,5,5,5,5,3,5,4,0,0.0
75487,Male,Loyal Customer,41,Business travel,Business,2342,2,2,2,2,2,5,4,5,5,5,5,3,5,4,0,0.0
14756,Female,disloyal Customer,18,Business travel,Eco,463,3,2,3,2,2,3,2,2,1,4,3,4,3,2,0,11.0
114782,Female,disloyal Customer,39,Business travel,Business,308,3,3,3,4,4,3,4,4,4,3,4,2,3,4,2,2.0
28442,Male,Loyal Customer,68,Personal Travel,Eco,2496,2,5,2,3,2,3,3,5,3,3,4,3,4,3,36,1.0
106188,Male,Loyal Customer,35,Personal Travel,Eco,436,4,4,4,3,4,4,4,4,5,3,5,3,5,4,0,0.0
2776,Female,Loyal Customer,53,Business travel,Business,1963,2,2,2,2,4,5,5,4,4,4,4,4,4,3,1,1.0
33034,Female,Loyal Customer,41,Personal Travel,Eco,101,3,2,3,2,5,3,5,5,3,1,2,2,3,5,0,1.0
1339,Male,Loyal Customer,59,Business travel,Business,1959,0,4,0,1,4,5,4,2,2,2,2,3,2,4,0,0.0
9184,Male,Loyal Customer,32,Business travel,Business,363,5,3,5,5,4,4,4,4,3,4,4,4,4,4,0,0.0
33142,Male,Loyal Customer,8,Personal Travel,Eco,102,2,5,2,3,4,2,4,4,3,3,4,4,4,4,6,5.0
29602,Male,Loyal Customer,25,Business travel,Business,1709,5,5,5,5,3,4,3,3,5,3,2,3,5,3,0,0.0
22935,Female,Loyal Customer,48,Business travel,Business,3172,1,1,1,1,5,5,1,5,5,5,5,2,5,4,13,5.0
115100,Male,Loyal Customer,39,Business travel,Business,3665,3,3,3,3,2,4,5,5,5,5,5,3,5,5,0,0.0
101773,Female,Loyal Customer,48,Business travel,Business,1521,1,1,1,1,3,5,5,2,2,2,2,5,2,4,0,0.0
116640,Female,Loyal Customer,51,Business travel,Business,2157,4,4,4,4,2,4,4,4,4,4,4,5,4,3,28,18.0
10224,Male,Loyal Customer,41,Business travel,Business,2115,2,2,3,3,3,4,3,2,2,2,2,2,2,1,0,0.0
22216,Male,Loyal Customer,66,Personal Travel,Eco,606,4,4,4,1,3,4,3,3,4,2,5,3,4,3,30,25.0
3471,Female,Loyal Customer,18,Personal Travel,Eco Plus,315,2,4,2,3,5,2,5,5,5,3,4,3,4,5,0,0.0
127290,Male,Loyal Customer,52,Business travel,Business,1107,3,3,3,3,5,4,4,5,5,5,5,4,5,5,0,2.0
83117,Female,Loyal Customer,18,Personal Travel,Eco,1086,0,4,0,3,1,0,1,1,2,1,4,5,1,1,0,0.0
3130,Male,Loyal Customer,58,Business travel,Business,237,4,4,4,4,4,4,4,5,5,5,5,5,5,4,0,24.0
65551,Female,Loyal Customer,39,Business travel,Business,2477,3,3,3,3,2,4,5,5,5,5,4,5,5,5,7,7.0
104448,Male,Loyal Customer,44,Business travel,Business,2959,4,4,5,4,2,4,5,4,4,4,4,5,4,3,34,20.0
103688,Male,Loyal Customer,22,Business travel,Eco,405,3,3,1,3,3,3,1,3,2,3,3,4,2,3,0,0.0
61001,Female,disloyal Customer,45,Business travel,Eco,649,2,1,2,3,5,2,5,5,1,2,2,1,2,5,0,0.0
96752,Male,disloyal Customer,23,Business travel,Eco,849,5,5,5,1,5,5,5,5,3,2,5,5,4,5,0,0.0
32117,Male,disloyal Customer,32,Business travel,Eco,163,1,3,1,5,5,1,1,5,3,1,3,5,3,5,0,10.0
72467,Male,Loyal Customer,54,Business travel,Business,2383,2,2,2,2,2,4,5,5,5,5,5,4,5,5,0,0.0
105474,Female,Loyal Customer,46,Business travel,Eco,495,3,3,3,3,1,3,3,3,3,3,3,4,3,3,41,76.0
10979,Female,Loyal Customer,56,Business travel,Eco,458,4,1,1,1,1,5,3,4,4,4,4,5,4,1,0,0.0
129879,Male,Loyal Customer,50,Personal Travel,Eco Plus,337,5,4,4,1,3,4,4,3,4,5,5,3,4,3,31,22.0
1816,Female,disloyal Customer,18,Business travel,Business,500,0,0,0,4,4,0,4,4,3,3,5,3,4,4,0,0.0
51049,Male,Loyal Customer,18,Personal Travel,Eco,109,1,4,1,4,5,1,5,5,4,4,4,4,3,5,1,2.0
107906,Male,Loyal Customer,59,Business travel,Business,3180,5,5,5,5,4,4,4,5,5,5,5,4,5,5,0,0.0
8356,Male,Loyal Customer,53,Business travel,Business,2777,2,2,3,2,3,4,4,2,2,2,2,1,2,3,34,40.0
73429,Female,Loyal Customer,17,Personal Travel,Eco,1182,3,1,3,2,2,3,2,2,4,1,1,3,3,2,31,18.0
49782,Female,Loyal Customer,51,Business travel,Business,3479,5,5,5,5,2,3,3,4,4,4,5,3,4,3,0,0.0
79372,Male,Loyal Customer,38,Business travel,Business,502,1,1,1,1,2,5,4,4,4,4,4,3,4,3,0,0.0
91661,Female,Loyal Customer,18,Personal Travel,Eco,1184,1,5,1,4,5,1,4,5,5,5,5,4,4,5,0,12.0
67423,Female,disloyal Customer,21,Business travel,Eco,641,3,2,3,4,1,3,1,1,1,3,4,4,4,1,22,28.0
121111,Male,disloyal Customer,23,Business travel,Business,971,4,5,4,1,2,4,2,2,4,4,5,4,4,2,15,0.0
65047,Male,Loyal Customer,43,Personal Travel,Eco,190,1,3,1,4,4,1,4,4,3,4,4,2,5,4,2,36.0
97469,Female,Loyal Customer,44,Business travel,Business,822,1,1,1,1,3,5,4,3,3,4,3,4,3,5,0,12.0
4536,Female,Loyal Customer,49,Business travel,Business,3299,4,4,4,4,2,5,5,5,5,5,5,5,5,3,0,0.0
117715,Male,Loyal Customer,16,Personal Travel,Eco,1009,5,5,5,4,4,5,4,4,3,2,4,5,4,4,26,15.0
67948,Female,Loyal Customer,65,Personal Travel,Eco,1235,2,4,2,1,4,4,4,2,2,2,2,3,2,3,0,0.0
14349,Male,Loyal Customer,36,Personal Travel,Eco,395,1,3,1,1,3,1,4,3,3,5,4,4,1,3,0,0.0
62828,Female,Loyal Customer,46,Personal Travel,Eco,2367,1,4,1,2,4,4,4,2,2,1,2,5,2,5,1,0.0
4417,Male,disloyal Customer,42,Business travel,Business,762,3,3,3,1,2,3,2,2,3,2,5,4,4,2,2,21.0
46521,Male,Loyal Customer,38,Business travel,Business,1982,5,5,5,5,3,4,1,5,5,5,5,3,5,1,0,0.0
119735,Male,Loyal Customer,27,Personal Travel,Eco,1430,1,4,1,4,5,1,5,5,5,4,3,5,5,5,0,0.0
125214,Female,Loyal Customer,55,Personal Travel,Eco,651,1,4,1,3,3,3,4,1,1,1,1,1,1,3,10,14.0
82260,Female,disloyal Customer,48,Business travel,Business,1481,2,2,2,4,4,2,4,4,5,2,5,3,4,4,0,0.0
37514,Female,Loyal Customer,9,Business travel,Business,972,2,1,2,2,3,4,3,3,5,5,4,5,3,3,0,0.0
66611,Female,Loyal Customer,50,Personal Travel,Eco,761,1,1,1,4,5,3,3,4,4,1,4,1,4,2,0,0.0
27001,Male,Loyal Customer,28,Business travel,Business,954,4,4,5,4,4,4,4,4,5,5,5,5,5,4,0,0.0
50761,Female,Loyal Customer,16,Personal Travel,Eco,109,1,2,1,2,2,1,2,2,3,3,5,3,5,2,0,0.0
38412,Male,Loyal Customer,19,Business travel,Business,1747,4,4,4,4,5,5,5,5,5,2,5,1,2,5,59,55.0
86498,Male,Loyal Customer,45,Personal Travel,Eco,762,4,3,4,3,5,4,5,5,4,4,3,3,3,5,0,0.0
102505,Female,Loyal Customer,24,Personal Travel,Eco,258,2,4,2,3,3,2,3,3,4,1,4,2,1,3,40,29.0
16959,Male,Loyal Customer,22,Business travel,Business,1131,4,4,4,4,5,5,5,5,1,3,3,3,4,5,0,0.0
31805,Female,Loyal Customer,33,Business travel,Business,2603,5,5,5,5,4,4,5,5,5,5,5,3,5,4,0,0.0
128755,Male,Loyal Customer,27,Business travel,Business,3657,3,3,4,3,5,5,5,5,4,3,4,4,5,5,31,33.0
13115,Female,Loyal Customer,31,Business travel,Eco,562,3,5,2,5,3,3,3,3,1,1,3,4,3,3,26,18.0
80442,Male,Loyal Customer,30,Personal Travel,Eco,2248,2,5,3,2,3,3,5,3,4,4,4,4,4,3,0,0.0
19142,Female,Loyal Customer,15,Personal Travel,Eco Plus,323,4,3,4,4,4,4,4,4,2,4,3,1,4,4,0,0.0
16334,Male,Loyal Customer,13,Personal Travel,Eco,628,2,5,2,3,2,5,5,3,3,5,4,5,5,5,204,193.0
47390,Female,disloyal Customer,26,Business travel,Eco,584,2,1,2,4,1,2,1,1,4,2,4,3,3,1,0,0.0
62028,Male,Loyal Customer,40,Business travel,Business,2475,4,4,4,4,5,5,4,4,4,4,4,5,4,4,1,0.0
11615,Female,Loyal Customer,56,Personal Travel,Eco,468,3,1,3,4,1,4,3,2,2,3,2,2,2,3,0,0.0
34046,Male,Loyal Customer,34,Business travel,Business,1674,4,4,4,4,4,5,4,4,4,5,4,5,4,3,0,0.0
81353,Male,Loyal Customer,52,Personal Travel,Eco,1299,2,4,1,2,1,1,1,1,5,3,4,3,5,1,0,0.0
113415,Female,Loyal Customer,37,Business travel,Business,386,3,3,3,3,5,5,5,5,5,5,5,4,5,4,0,4.0
13151,Male,Loyal Customer,20,Personal Travel,Eco,595,3,1,3,3,2,3,2,2,1,4,3,4,4,2,0,0.0
81879,Female,Loyal Customer,31,Personal Travel,Business,680,3,5,3,2,4,3,4,4,3,4,4,5,4,4,0,0.0
38994,Female,disloyal Customer,24,Business travel,Eco,260,2,2,2,4,2,2,2,2,4,3,4,3,4,2,0,6.0
84081,Female,Loyal Customer,23,Personal Travel,Eco,757,5,4,5,2,5,5,5,5,5,3,5,5,5,5,0,0.0
92234,Male,Loyal Customer,58,Business travel,Eco Plus,579,1,5,5,5,1,1,1,1,4,3,3,2,4,1,84,76.0
32621,Female,Loyal Customer,32,Business travel,Eco,101,2,4,4,4,2,3,2,2,4,2,4,1,3,2,0,0.0
92598,Female,Loyal Customer,19,Business travel,Business,2158,4,1,3,1,4,4,4,4,4,3,4,4,3,4,35,27.0
67550,Male,Loyal Customer,42,Personal Travel,Business,1171,2,5,2,2,5,4,5,2,2,2,2,3,2,3,0,0.0
22176,Male,Loyal Customer,31,Business travel,Business,533,2,2,2,2,5,5,5,5,1,1,4,3,4,5,0,0.0
116875,Female,Loyal Customer,40,Business travel,Business,3590,5,5,5,5,5,4,5,4,4,4,4,5,4,5,0,0.0
118602,Male,disloyal Customer,37,Business travel,Business,338,3,3,3,5,5,3,2,5,5,5,5,3,4,5,5,0.0
6717,Female,Loyal Customer,43,Personal Travel,Eco,258,2,4,0,1,1,3,3,3,3,0,2,5,3,5,14,12.0
102914,Female,Loyal Customer,54,Business travel,Business,3428,5,5,5,5,3,5,5,4,4,4,4,5,4,5,41,21.0
124807,Female,disloyal Customer,49,Business travel,Eco,280,3,1,3,4,1,3,3,1,3,3,4,2,3,1,78,63.0
89680,Male,Loyal Customer,38,Business travel,Eco,550,4,4,4,4,4,5,4,4,3,5,1,3,4,4,0,15.0
103885,Male,Loyal Customer,67,Personal Travel,Eco,882,1,4,1,1,1,5,5,3,2,5,1,5,2,5,204,188.0
103899,Female,disloyal Customer,14,Business travel,Business,1072,0,0,0,2,4,0,4,4,3,3,5,5,4,4,12,3.0
68706,Male,Loyal Customer,51,Personal Travel,Eco,175,1,4,1,3,4,1,4,4,5,5,5,5,5,4,5,5.0
117630,Male,Loyal Customer,52,Personal Travel,Eco,347,4,4,3,3,3,3,3,3,4,3,4,4,5,3,30,25.0
53414,Male,Loyal Customer,33,Business travel,Business,2419,2,2,2,2,4,4,4,2,3,4,1,4,5,4,0,14.0
9897,Female,Loyal Customer,41,Business travel,Business,457,1,1,1,1,5,5,4,5,5,5,5,3,5,3,0,3.0
84372,Male,Loyal Customer,28,Business travel,Business,606,1,1,1,1,1,1,1,1,4,4,4,1,3,1,58,64.0
115834,Female,Loyal Customer,45,Business travel,Business,2898,4,1,1,1,5,4,4,4,4,4,4,2,4,2,47,34.0
71082,Female,Loyal Customer,57,Personal Travel,Eco,802,3,4,3,1,1,4,5,2,2,3,2,4,2,5,0,0.0
27940,Female,Loyal Customer,32,Business travel,Eco,1774,0,0,0,4,3,0,2,3,1,1,4,2,2,3,0,0.0
79007,Female,disloyal Customer,61,Business travel,Business,226,4,4,4,2,1,4,1,1,3,2,5,5,5,1,0,0.0
44392,Male,Loyal Customer,47,Business travel,Business,2950,4,4,2,4,3,2,4,5,5,5,5,3,5,4,19,18.0
26882,Female,Loyal Customer,25,Business travel,Business,3145,3,3,3,3,4,4,4,4,4,1,1,5,1,4,0,0.0
111918,Male,Loyal Customer,47,Business travel,Business,3075,4,4,4,4,4,4,4,3,3,4,4,4,3,4,165,162.0
24845,Female,Loyal Customer,60,Personal Travel,Eco,861,2,5,2,3,4,5,5,2,2,2,2,5,2,4,0,0.0
48987,Male,Loyal Customer,37,Business travel,Business,1992,1,1,1,1,2,4,3,5,5,5,4,1,5,2,0,0.0
9953,Female,disloyal Customer,38,Business travel,Eco,357,2,1,2,4,2,2,2,2,1,5,3,4,4,2,0,0.0
36083,Female,Loyal Customer,29,Personal Travel,Eco,474,3,3,3,2,3,3,3,3,2,2,1,3,4,3,0,4.0
79283,Female,Loyal Customer,43,Business travel,Business,2248,3,3,3,3,5,5,4,4,4,4,4,5,4,5,5,0.0
81516,Male,Loyal Customer,39,Business travel,Business,2895,4,4,4,4,3,5,4,5,5,5,5,3,5,3,4,0.0
62959,Male,disloyal Customer,21,Business travel,Business,862,4,5,4,1,2,4,2,2,5,3,4,5,5,2,13,3.0
81532,Male,Loyal Customer,14,Business travel,Eco,1124,3,1,1,1,3,3,4,3,2,1,3,1,3,3,0,0.0
82463,Female,Loyal Customer,28,Personal Travel,Eco,502,5,4,5,4,1,5,2,1,5,5,4,3,4,1,0,0.0
33443,Male,Loyal Customer,43,Personal Travel,Eco,2462,3,4,3,1,3,3,3,5,2,5,5,3,5,3,0,0.0
125551,Female,disloyal Customer,42,Business travel,Eco,226,3,1,3,2,1,3,1,1,4,5,3,2,3,1,0,0.0
44675,Female,Loyal Customer,36,Business travel,Eco,173,2,3,4,4,2,2,2,2,1,2,3,3,4,2,0,0.0
31778,Male,Loyal Customer,53,Personal Travel,Eco,602,2,4,2,5,2,2,2,2,1,2,3,4,4,2,4,8.0
34775,Male,Loyal Customer,47,Business travel,Business,1779,3,3,3,3,3,4,3,3,3,3,3,2,3,1,0,13.0
76092,Female,Loyal Customer,30,Personal Travel,Eco,669,3,4,3,3,4,3,2,4,4,5,4,5,5,4,0,0.0
32177,Female,Loyal Customer,45,Business travel,Eco,201,5,5,3,5,2,5,1,5,5,5,5,5,5,5,0,3.0
102131,Female,disloyal Customer,21,Business travel,Business,407,5,0,5,2,5,5,5,5,5,3,4,5,5,5,39,38.0
91931,Male,Loyal Customer,50,Business travel,Business,2586,4,5,4,4,1,4,3,4,4,3,4,4,4,4,0,0.0
76592,Female,Loyal Customer,28,Business travel,Eco,534,3,5,5,5,3,3,3,3,2,5,3,3,4,3,0,0.0
9714,Male,Loyal Customer,23,Personal Travel,Eco,199,2,5,0,5,5,0,5,5,1,5,2,4,2,5,20,29.0
44155,Female,Loyal Customer,8,Personal Travel,Business,229,2,4,2,2,4,2,4,4,5,3,4,5,5,4,14,5.0
85012,Male,Loyal Customer,22,Business travel,Business,1590,2,1,5,5,2,2,2,2,4,4,3,1,4,2,1,3.0
15161,Male,Loyal Customer,28,Business travel,Eco Plus,912,3,1,5,1,3,3,3,3,3,3,3,3,3,3,0,0.0
19923,Female,disloyal Customer,23,Business travel,Eco,240,1,2,1,4,1,1,1,1,4,2,3,3,3,1,76,77.0
18987,Male,Loyal Customer,37,Business travel,Business,451,2,5,5,5,3,4,3,2,2,2,2,2,2,1,64,63.0
129698,Male,Loyal Customer,47,Business travel,Business,308,3,3,3,3,3,4,4,4,4,4,4,4,4,3,0,0.0
105176,Male,Loyal Customer,44,Personal Travel,Eco,220,1,4,1,3,2,1,2,2,4,5,3,1,4,2,63,46.0
83981,Male,disloyal Customer,61,Business travel,Business,321,1,1,1,5,5,1,1,5,3,4,4,5,4,5,0,0.0
54687,Female,Loyal Customer,69,Business travel,Eco,861,4,1,1,1,5,4,4,4,4,4,4,3,4,3,53,93.0
127652,Male,Loyal Customer,42,Business travel,Business,1773,1,1,1,1,5,5,4,4,4,4,4,5,4,5,0,0.0
68434,Male,disloyal Customer,25,Business travel,Eco,1045,3,2,2,3,5,2,5,5,2,2,3,1,4,5,0,0.0
37765,Female,Loyal Customer,22,Business travel,Eco Plus,989,4,3,4,3,4,4,3,4,5,4,2,3,1,4,0,0.0
76446,Male,Loyal Customer,48,Business travel,Business,516,1,1,1,1,5,5,5,3,3,3,3,3,3,3,0,0.0
126670,Female,Loyal Customer,54,Business travel,Business,2276,5,5,5,5,3,4,4,5,5,5,5,4,5,5,114,88.0
36469,Female,Loyal Customer,37,Business travel,Business,3816,4,4,4,4,4,4,3,4,4,4,4,3,4,1,0,0.0
45167,Female,Loyal Customer,41,Personal Travel,Eco,174,5,4,5,1,2,5,2,2,3,2,5,5,4,2,0,0.0
31847,Female,disloyal Customer,28,Business travel,Eco,2640,2,2,2,4,3,2,5,3,3,2,4,1,4,3,54,27.0
93187,Female,Loyal Customer,16,Personal Travel,Eco Plus,1066,2,4,2,3,5,2,5,5,3,2,5,3,4,5,0,0.0
75788,Female,Loyal Customer,47,Personal Travel,Eco,813,2,1,1,3,5,2,3,1,1,1,1,2,1,3,7,0.0
15006,Female,Loyal Customer,46,Business travel,Business,3703,3,3,5,3,4,5,5,5,5,5,5,3,5,5,52,86.0
34494,Male,Loyal Customer,35,Business travel,Eco,1990,3,4,4,4,3,3,3,3,4,2,1,3,3,3,0,0.0
66472,Female,disloyal Customer,26,Business travel,Business,447,2,2,2,4,2,2,1,2,2,1,3,1,4,2,0,0.0
127503,Female,Loyal Customer,23,Personal Travel,Eco,2075,3,5,3,5,1,3,1,1,3,3,5,2,4,1,5,0.0
101794,Male,Loyal Customer,23,Business travel,Business,1521,1,1,5,1,4,4,4,4,5,5,4,5,5,4,0,0.0
35269,Male,disloyal Customer,11,Business travel,Eco,944,3,3,3,4,2,3,2,2,3,3,4,2,3,2,0,2.0
11436,Male,Loyal Customer,56,Business travel,Business,1599,5,5,5,5,4,5,5,4,4,4,5,3,4,5,0,0.0
76533,Female,Loyal Customer,54,Business travel,Business,2950,2,2,2,2,2,5,5,5,5,5,5,4,5,5,10,0.0
17683,Male,Loyal Customer,58,Business travel,Business,3206,5,5,5,5,3,1,5,5,5,5,5,5,5,2,0,0.0
70226,Male,disloyal Customer,19,Business travel,Eco,1068,4,3,3,2,3,3,3,3,1,1,5,2,1,3,0,0.0
48665,Male,Loyal Customer,45,Business travel,Business,250,4,4,4,4,2,4,5,4,4,4,4,3,4,5,0,0.0
128171,Male,disloyal Customer,21,Business travel,Eco,1788,3,2,2,2,4,3,4,4,2,1,3,2,3,4,23,20.0
24698,Male,Loyal Customer,37,Business travel,Eco,397,5,3,3,3,5,5,5,5,3,2,4,4,2,5,0,2.0
53805,Male,Loyal Customer,43,Business travel,Eco,191,5,2,2,2,5,5,5,5,3,3,5,1,3,5,12,4.0
129354,Female,Loyal Customer,16,Personal Travel,Eco,2586,2,4,2,4,5,2,5,5,3,5,5,3,4,5,22,14.0
50136,Female,disloyal Customer,40,Business travel,Business,109,3,3,3,4,1,3,1,1,4,5,4,4,4,1,46,49.0
106569,Female,Loyal Customer,24,Business travel,Business,1506,3,3,1,3,4,4,4,4,5,3,4,4,5,4,87,78.0
102682,Female,disloyal Customer,27,Business travel,Eco,365,1,0,1,4,5,1,5,5,4,4,3,3,4,5,0,0.0
25017,Male,Loyal Customer,33,Business travel,Business,2529,2,5,5,5,2,2,2,2,1,4,3,1,3,2,0,0.0
112629,Male,Loyal Customer,30,Business travel,Business,1973,1,1,1,1,3,3,3,3,4,4,4,5,4,3,9,0.0
35618,Male,Loyal Customer,46,Personal Travel,Eco Plus,1097,2,3,3,4,5,3,5,5,3,1,4,3,3,5,2,29.0
25715,Female,Loyal Customer,60,Business travel,Eco,447,5,5,5,5,5,4,1,5,5,5,5,1,5,2,1,0.0
59815,Male,Loyal Customer,64,Personal Travel,Business,997,3,3,4,4,4,3,3,4,4,4,4,1,4,4,60,47.0
121484,Female,Loyal Customer,9,Personal Travel,Eco,257,2,1,2,4,3,2,3,3,3,1,4,1,3,3,0,0.0
84744,Male,Loyal Customer,32,Business travel,Business,516,4,4,5,4,4,5,4,4,4,3,5,5,4,4,0,0.0
13162,Female,disloyal Customer,38,Business travel,Eco Plus,595,3,3,3,3,4,3,2,4,3,4,4,2,3,4,14,6.0
59625,Male,Loyal Customer,46,Business travel,Eco,964,4,1,1,1,4,4,4,4,2,2,4,3,4,4,3,4.0
76944,Female,Loyal Customer,30,Business travel,Business,1990,3,3,1,3,2,2,2,2,4,3,5,4,4,2,25,15.0
71191,Male,Loyal Customer,47,Business travel,Business,2015,4,4,4,4,3,5,4,5,5,5,5,3,5,3,0,0.0
29975,Male,Loyal Customer,41,Business travel,Eco,213,5,1,1,1,5,5,5,5,5,1,2,2,4,5,0,0.0
2470,Female,Loyal Customer,37,Personal Travel,Eco,722,3,5,3,3,4,3,4,4,4,4,3,2,2,4,4,0.0
95006,Male,Loyal Customer,57,Personal Travel,Eco,239,4,4,4,3,4,4,4,4,4,5,1,4,1,4,3,0.0
69442,Female,Loyal Customer,16,Personal Travel,Eco,1089,3,3,3,1,5,3,2,5,3,4,1,4,5,5,0,0.0
45332,Male,Loyal Customer,58,Business travel,Business,2009,0,5,0,2,4,2,3,4,4,4,4,3,4,1,0,0.0
20346,Female,disloyal Customer,44,Business travel,Eco,287,3,4,4,2,4,4,1,4,3,3,1,3,2,4,8,10.0
29112,Male,Loyal Customer,61,Personal Travel,Eco,697,4,5,4,2,2,4,2,2,3,4,5,4,5,2,48,63.0
61668,Male,Loyal Customer,43,Business travel,Business,1346,4,4,4,4,2,4,5,4,4,4,4,5,4,3,0,0.0
38779,Female,Loyal Customer,44,Business travel,Business,2145,3,3,3,3,4,1,1,5,5,5,5,1,5,4,0,0.0
49601,Female,Loyal Customer,49,Business travel,Eco,207,5,4,4,4,2,1,3,5,5,5,5,1,5,2,0,0.0
95285,Female,Loyal Customer,69,Personal Travel,Eco,248,3,4,3,2,5,4,4,4,4,3,4,5,4,3,9,10.0
91374,Female,Loyal Customer,28,Business travel,Business,2430,1,1,1,1,4,4,4,4,3,3,4,4,4,4,0,0.0
8364,Female,Loyal Customer,39,Business travel,Business,2001,2,2,2,2,4,5,4,4,4,5,4,3,4,5,27,19.0
50030,Female,Loyal Customer,65,Business travel,Business,2256,2,4,4,4,5,4,4,2,2,2,2,4,2,1,0,1.0
14643,Female,disloyal Customer,26,Business travel,Eco,948,2,2,2,4,5,2,5,5,4,4,3,3,3,5,0,0.0
116118,Male,Loyal Customer,62,Personal Travel,Eco,371,2,1,4,3,5,4,5,5,1,1,2,2,4,5,1,4.0
41031,Female,Loyal Customer,51,Business travel,Business,1609,1,1,1,1,3,3,3,4,4,4,4,4,4,5,0,0.0
124477,Male,Loyal Customer,24,Business travel,Business,980,1,1,1,1,5,5,5,5,4,4,4,3,5,5,0,0.0
